input,expected_output
"{""user_context"": ""Store this research paper in my knowledge management system"", ""context_metadata"": {""urls"": [], ""tags"": [""store"", ""this research paper""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.92, ""reasoning"": ""User wants to add content to a knowledge base or repository, matching ADD_TO_KNOWLEDGE_BASE task type.""}"
"{""user_context"": ""Build an Excel file containing inventory data"", ""context_metadata"": {""urls"": [""https://www.admin.com/reports""], ""tags"": [""excel"", ""inventory""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.92, ""reasoning"": ""User explicitly mentions creating a spreadsheet or organizing data into tabular format.""}"
"{""user_context"": ""Auto-populate the job application form on the site"", ""context_metadata"": {""urls"": [], ""tags"": [""job application"", ""the site""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.93, ""reasoning"": ""User wants to automatically fill out a form, matching FILL_FORM_AUTOMATICALLY task type.""}"
"{""user_context"": ""Find the best price for headphones by comparing"", ""context_metadata"": {""urls"": [], ""tags"": [""best"", ""headphones""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.93, ""reasoning"": ""User explicitly wants price comparison functionality.""}"
"{""user_context"": ""Schedule a reminder for the project deadline on March 15th"", ""context_metadata"": {""urls"": [], ""tags"": [""deadline"", ""reminder""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.92, ""reasoning"": ""Scheduling a reminder typically involves creating a calendar event.""}"
"{""user_context"": ""Compare prices of headphones from different vendors"", ""context_metadata"": {""urls"": [], ""tags"": [""headphones"", ""vendors""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.93, ""reasoning"": ""User wants to compare prices across stores, matching COMPARE_SHOPPING_PRICES task type.""}"
"{""user_context"": ""Create a map visualizing office locations"", ""context_metadata"": {""urls"": [""https://www.app.com/admin""], ""tags"": [""visualizing"", ""office locations""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.88, ""reasoning"": ""User explicitly requests creating a map with location data.""}"
"{""user_context"": ""Create a map showing office locations"", ""context_metadata"": {""urls"": [], ""tags"": [""map"", ""office locations""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.85, ""reasoning"": ""Request involves creating geographic visualizations or location maps.""}"
"{""user_context"": ""Complete contact form with pre-filled information"", ""context_metadata"": {""urls"": [""https://www.api.com/docs""], ""tags"": [""contact"", ""pre-filled""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.92, ""reasoning"": ""User wants to automatically fill out a form, matching FILL_FORM_AUTOMATICALLY task type.""}"
"{""user_context"": ""Set up auto-download for weekly reports from the system"", ""context_metadata"": {""urls"": [], ""tags"": [""weekly"", ""the system""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.91, ""reasoning"": ""Task requires automated report downloading functionality.""}"
"{""user_context"": ""Plot office locations on a map"", ""context_metadata"": {""urls"": [], ""tags"": [""plot"", ""office locations""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.91, ""reasoning"": ""User explicitly requests creating a map with location data.""}"
"{""user_context"": ""Make a CSV file with inventory information"", ""context_metadata"": {""urls"": [], ""tags"": [""csv"", ""inventory""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.89, ""reasoning"": ""Request involves extracting or organizing data into a sheet/spreadsheet format.""}"
"{""user_context"": ""Add this article to my learning database"", ""context_metadata"": {""urls"": [""https://www.portal.com/docs""], ""tags"": [""learning"", ""this article""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.9, ""reasoning"": ""Request involves saving or storing content in a knowledge management system.""}"
"{""user_context"": ""Add action items for product launch"", ""context_metadata"": {""urls"": [], ""tags"": [""action"", ""product launch""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.87, ""reasoning"": ""Request involves creating tasks, reminders, or checklist items.""}"
"{""user_context"": ""Block time in my calendar for client call on tomorrow"", ""context_metadata"": {""urls"": [""https://app.example.com/admin""], ""tags"": [""client call"", ""tomorrow""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.87, ""reasoning"": ""User explicitly requests creating calendar entries or reminders.""}"
"{""user_context"": ""Compare headphones costs from different sellers"", ""context_metadata"": {""urls"": [""https://example.com/products""], ""tags"": [""headphones"", ""sellers""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.95, ""reasoning"": ""User explicitly wants price comparison functionality.""}"
"{""user_context"": ""Compose an email to the stakeholders concerning the delay"", ""context_metadata"": {""urls"": [], ""tags"": [""the stakeholders"", ""the delay""]}, ""caller"": null}","{""task_type"": ""DRAFT_EMAIL"", ""confidence"": 0.87, ""reasoning"": ""User explicitly requests drafting or writing an email.""}"
"{""user_context"": ""Add client call to my calendar for tomorrow"", ""context_metadata"": {""urls"": [""https://admin.example.com/dashboard""], ""tags"": [""client call"", ""tomorrow""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.92, ""reasoning"": ""User explicitly requests creating calendar entries or reminders.""}"
"{""user_context"": ""Note the highlights from the call on the presentation"", ""context_metadata"": {""urls"": [], ""tags"": [""highlights"", ""the presentation""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.86, ""reasoning"": ""Task requires capturing and storing notes or documentation.""}"
"{""user_context"": ""Auto-populate registration form fields with my data"", ""context_metadata"": {""urls"": [], ""tags"": [""registration"", ""fields""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.94, ""reasoning"": ""Task requires automatically completing form fields.""}"
"{""user_context"": ""Add this research paper to my knowledge base"", ""context_metadata"": {""urls"": [], ""tags"": [""knowledge"", ""this research paper""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.86, ""reasoning"": ""User explicitly mentions adding to knowledge base or archiving for reference.""}"
"{""user_context"": ""Check which website has the lowest price for headphones"", ""context_metadata"": {""urls"": [], ""tags"": [""lowest"", ""headphones""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.89, ""reasoning"": ""Request involves comparing product prices from multiple sources.""}"
"{""user_context"": ""Automatically fetch analytics reports from the system"", ""context_metadata"": {""urls"": [], ""tags"": [""analytics"", ""the system""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.92, ""reasoning"": ""Request involves automated report downloading from a source.""}"
"{""user_context"": ""Set up automatic downloads for performance reports"", ""context_metadata"": {""urls"": [], ""tags"": [""performance"", ""automatic""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.95, ""reasoning"": ""Task requires automated report downloading functionality.""}"
"{""user_context"": ""Add tasks for finishing the project"", ""context_metadata"": {""urls"": [], ""tags"": [""tasks"", ""finishing the project""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.94, ""reasoning"": ""User explicitly requests creating a todo list or adding tasks.""}"
"{""user_context"": ""Plot store locations on a map"", ""context_metadata"": {""urls"": [], ""tags"": [""plot"", ""store locations""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.92, ""reasoning"": ""Task requires location mapping functionality.""}"
"{""user_context"": ""Write an email to the client explaining the delay in delivery"", ""context_metadata"": {""urls"": [], ""tags"": [""client"", ""delivery""]}, ""caller"": null}","{""task_type"": ""DRAFT_EMAIL"", ""confidence"": 0.93, ""reasoning"": ""Writing an email indicates email drafting functionality.""}"
"{""user_context"": ""Generate a architecture diagram showing order fulfillment"", ""context_metadata"": {""urls"": [], ""tags"": [""architecture"", ""order fulfillment""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.86, ""reasoning"": ""Task requires diagram creation capabilities.""}"
"{""user_context"": ""Capture notes on the meeting during today's standup"", ""context_metadata"": {""urls"": [], ""tags"": [""capture"", ""the meeting""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.86, ""reasoning"": ""User explicitly requests to take notes or document information, which maps to NOTE_TAKING task type.""}"
"{""user_context"": ""Compile product details into a spreadsheet document"", ""context_metadata"": {""urls"": [], ""tags"": [""compile"", ""product details""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.86, ""reasoning"": ""Request involves extracting or organizing data into a sheet/spreadsheet format.""}"
"{""user_context"": ""Create a todo list for project launch"", ""context_metadata"": {""urls"": [""https://example.com/products""], ""tags"": [""todo"", ""project launch""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.93, ""reasoning"": ""Request involves creating tasks, reminders, or checklist items.""}"
"{""user_context"": ""Extract sales from dashboard and put it in a sheet"", ""context_metadata"": {""urls"": [], ""tags"": [""extract"", ""sales""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.92, ""reasoning"": ""User explicitly mentions creating a spreadsheet or organizing data into tabular format.""}"
"{""user_context"": ""Compare prices of cameras from different vendors"", ""context_metadata"": {""urls"": [], ""tags"": [""cameras"", ""vendors""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.94, ""reasoning"": ""Request involves comparing product prices from multiple sources.""}"
"{""user_context"": ""Write an email to the client regarding meeting notes"", ""context_metadata"": {""urls"": [], ""tags"": [""the client"", ""meeting notes""]}, ""caller"": null}","{""task_type"": ""DRAFT_EMAIL"", ""confidence"": 0.85, ""reasoning"": ""User wants to draft or compose an email, matching DRAFT_EMAIL task type.""}"
"{""user_context"": ""Create a workbook for tracking leads with fields: name, email, phone"", ""context_metadata"": {""urls"": [], ""tags"": [""workbook"", ""tracking leads""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.94, ""reasoning"": ""User wants to create/organize data in spreadsheet format, which matches EXTRACT_DATA_TO_SHEET task type.""}"
"{""user_context"": ""Set up tasks for completing the review"", ""context_metadata"": {""urls"": [""https://example.com/docs""], ""tags"": [""setup"", ""completing the review""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.9, ""reasoning"": ""Task requires creating todo items or task management entries.""}"
"{""user_context"": ""Set up automated download of analytics reports"", ""context_metadata"": {""urls"": [""https://example.com/docs""], ""tags"": [""analytics"", ""automated""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.86, ""reasoning"": ""Request involves automated report downloading from a source.""}"
"{""user_context"": ""I need to extract all product information from this webpage and organize it into an Excel spreadsheet"", ""context_metadata"": {""urls"": [""https://example.com/products""], ""tags"": [""extraction"", ""products""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.92, ""reasoning"": ""User wants to extract data from a webpage and organize it into a spreadsheet format, which matches the EXTRACT_DATA_TO_SHEET task type.""}"
"{""user_context"": ""Make a CSV file with sales information"", ""context_metadata"": {""urls"": [""https://example.com/dashboard""], ""tags"": [""csv"", ""sales""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.85, ""reasoning"": ""User wants to create/organize data in spreadsheet format, which matches EXTRACT_DATA_TO_SHEET task type.""}"
